Date,Action,Environment,Log Level
2015-01-23 21:24:42,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:24:42,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:24:57,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:24:57,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:12,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:12,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:40,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:40,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:50,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:25:50,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:26:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:27:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:28:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:29:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:30:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:07,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:07,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:31:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:32:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:06,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:06,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:40,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:40,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:33:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:34:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:34:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:34:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:34:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:15,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:15,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:35:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:15,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:15,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:36:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:16,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:16,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:37:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:17,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:17,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:38:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:22,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:22,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:32,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:32,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:48,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:39:48,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:14,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:14,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:40:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:41:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:42,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:42,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:42:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:43:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:40,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:40,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:44:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:11,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:11,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:55,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:45:55,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:46:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:46:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:46:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:46:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:25,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:25,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:50,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:47:50,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:50,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:48:50,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:59,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:49:59,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:50:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:51:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:51:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:51:33,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:51:33,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:11,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:11,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:21,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:21,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:36,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:36,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:51,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:52:51,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:53:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:15,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:15,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:54:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:00,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:00,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:15,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:15,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:30,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:30,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:45,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:55:45,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:10,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:10,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:50,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:56:50,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:35,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:50,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:57:50,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:58:05,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:58:05,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:58:20,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:58:20,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:13,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:13,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 21:59:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:25,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:25,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:00:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:13,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:13,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:01:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:02:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:03:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:04:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:53,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:05:53,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:06:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:24,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:24,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:54,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:07:54,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:09,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:09,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:27,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:27,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:39,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:08:39,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:09:38,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:09:38,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:09:58,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:09:58,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:08,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:08,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:23,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:23,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:47,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:47,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:57,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:10:57,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:11:25,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
2015-01-23 22:11:25,Streaming from Suite100PTZ,SafetyandHealth,info
2015-01-23 22:11:35,Long range motion sensor triggered Suite100PTZ,SafetyandHealth,info
