Date,Username,Message,IP Address,Log Level
2014-05-20 10:16:30,sahid,Accessed Overview,76.102.160.28,info
2014-05-20 10:16:40,sahid,Accessed Device Matrix,76.102.160.28,info
2014-05-20 10:16:57,sahid,Accessed View Logs,76.102.160.28,info
2014-05-20 10:17:40,sahid,Logged out,76.102.160.28,notice
2014-06-04 14:30:52,sahid,GPAC System successfully authenticated,76.102.160.28,notice
2014-06-04 14:30:55,sahid,Accessed Overview,76.102.160.28,info
2014-06-04 14:31:01,sahid,Accessed Camera Matrix,76.102.160.28,info
2014-06-04 14:31:06,sahid,Accessed Device Matrix,76.102.160.28,info
2014-06-04 14:31:17,sahid,Accessed View Logs,76.102.160.28,info
2014-06-04 14:31:59,sahid,Accessed System Information,76.102.160.28,info
2014-06-04 14:32:10,sahid,Logged out,76.102.160.28,notice
2014-07-07 18:11:06,GPAC,GPAC shutdown,localhost,notice
2014-07-07 18:11:38,GPAC,GPAC startup,localhost,notice
2014-07-07 18:12:02,sahid,GPAC System successfully authenticated,127.0.0.1,notice
2014-07-07 18:12:03,sahid,Accessed Overview,127.0.0.1,info
2014-07-07 18:12:10,sahid,Accessed Device Matrix,127.0.0.1,info
2014-07-07 18:12:24,sahid,Accessed Network Configuration,127.0.0.1,info
2014-07-07 18:13:03,sahid,Accessed Device Matrix,127.0.0.1,info
2014-07-07 18:13:09,sahid,Accessed Start/Stop GPAC,127.0.0.1,info
2014-07-07 18:13:16,sahid,Stopped GPAC successfully,127.0.0.1,info
2014-07-07 18:13:17,sahid,Accessed Device Matrix,127.0.0.1,info
2014-07-07 18:13:26,sahid,Accessed View Logs,127.0.0.1,info
2014-07-07 18:16:26,sahid,GPAC System successfully authenticated,192.168.1.14,notice
2014-07-07 18:16:27,sahid,Accessed Overview,192.168.1.14,info
2014-07-07 18:16:32,sahid,Accessed System Information,192.168.1.14,info
2014-07-07 18:19:19,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:19:39,sahid,Accessed Discover Modules,192.168.1.14,info
2014-07-07 18:19:49,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:19:57,sahid,Accessed Discover Cameras,192.168.1.14,info
2014-07-07 18:20:27,sahid,Accessed Discover Modules,192.168.1.14,info
2014-07-07 18:20:52,sahid,Accessed Camera Matrix,192.168.1.14,info
2014-07-07 18:21:00,sahid,Accessed Trigger Actions,192.168.1.14,info
2014-07-07 18:21:06,sahid,Logged out,192.168.1.14,notice
2014-07-07 18:25:15,sahid,GPAC System successfully authenticated,192.168.1.14,notice
2014-07-07 18:25:17,sahid,Accessed Overview,192.168.1.14,info
2014-07-07 18:25:23,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:26:03,sahid,Added environment North Platform successfully,192.168.1.14,notice
2014-07-07 18:26:17,sahid,Added environment South Platform successfully,192.168.1.14,notice
2014-07-07 18:26:42,sahid,Added environment TunnelEntry1 successfully,192.168.1.14,notice
2014-07-07 18:27:18,sahid,Added environment NTunnelEntry2 successfully,192.168.1.14,notice
2014-07-07 18:27:49,sahid,Updated environment NTunnelEntry1 successfully,192.168.1.14,notice
2014-07-07 18:28:37,sahid,Added metadata Platforms successfully,192.168.1.14,notice
2014-07-07 18:28:49,sahid,Added metadata Platforms to environment South Platform successfully,192.168.1.14,notice
2014-07-07 18:29:30,sahid,Updated environment South Platform1 successfully,192.168.1.14,notice
2014-07-07 18:30:03,sahid,Updated environment North Platform1 successfully,192.168.1.14,notice
2014-07-07 18:30:22,sahid,Added environment South Platform2 successfully,192.168.1.14,notice
2014-07-07 18:31:00,sahid,Added environment North Platform2 successfully,192.168.1.14,notice
2014-07-07 18:31:13,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:31:15,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:31:16,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:36:06,sahid,Accessed Trigger Actions,192.168.1.14,info
2014-07-07 18:36:17,sahid,Deleted trigger action for CO2 Sensor triggering ConferenceRM Cam successfully,192.168.1.14,notice
2014-07-07 18:36:23,sahid,Deleted trigger action for DoorSensor successfully,192.168.1.14,notice
2014-07-07 18:36:34,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:36:48,sahid,Accessed Device Configuration,192.168.1.14,info
2014-07-07 18:37:21,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:37:25,sahid,Accessed Device Table,192.168.1.14,info
2014-07-07 18:37:31,sahid,Accessed Device Table,192.168.1.14,info
2014-07-07 18:37:39,sahid,Deleted camera ConferenceRM Cam successfully,192.168.1.14,notice
2014-07-07 18:37:45,sahid,Deleted camera Hallway Cam successfully,192.168.1.14,notice
2014-07-07 18:37:53,sahid,Deleted camera Office Cam successfully,192.168.1.14,notice
2014-07-07 18:38:00,sahid,Deleted camera Sensor Cam successfully,192.168.1.14,notice
2014-07-07 18:38:11,sahid,Deleted device CO2 Sensor successfully,192.168.1.14,notice
2014-07-07 18:38:17,sahid,Deleted device PIR 7200 successfully,192.168.1.14,notice
2014-07-07 18:38:23,sahid,Deleted device Buzzer successfully,192.168.1.14,notice
2014-07-07 18:38:28,sahid,Deleted device DoorSensor successfully,192.168.1.14,notice
2014-07-07 18:38:31,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:38:35,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:38:50,sahid,Deleted environment Office successfully,192.168.1.14,notice
2014-07-07 18:39:03,sahid,Deleted environment Hallway successfully,192.168.1.14,notice
2014-07-07 18:39:23,sahid,Accessed Configuration Files,192.168.1.14,info
2014-07-07 18:39:29,sahid,Accessed Trigger Actions,192.168.1.14,info
2014-07-07 18:39:37,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:39:39,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:39:41,sahid,Accessed Trigger Actions,192.168.1.14,info
2014-07-07 18:39:46,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:40:13,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:40:17,sahid,Accessed Device Table,192.168.1.14,info
2014-07-07 18:40:24,sahid,Accessed Discover Cameras,192.168.1.14,info
2014-07-07 18:40:51,sahid,Accessed Device Table,192.168.1.14,info
2014-07-07 18:40:55,sahid,Accessed Device Configuration,192.168.1.14,info
2014-07-07 18:41:23,sahid,Accessed Discover Modules,192.168.1.14,info
2014-07-07 18:42:29,sahid,Added environment OpsRoom successfully,192.168.1.14,notice
2014-07-07 18:42:43,sahid,Updated module 6060 successfully,192.168.1.14,notice
2014-07-07 18:42:53,sahid,Updated module 6017 successfully,192.168.1.14,notice
2014-07-07 18:42:59,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:43:01,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:43:02,sahid,Accessed Discover Modules,192.168.1.14,info
2014-07-07 18:43:05,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:43:21,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:43:46,sahid,Updated environment OpsBooth successfully,192.168.1.14,notice
2014-07-07 18:44:15,sahid,Updated environment BreakoutRoom successfully,192.168.1.14,notice
2014-07-07 18:44:21,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:44:23,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:44:24,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:44:31,sahid,Accessed System Configuration,192.168.1.14,info
2014-07-07 18:45:10,sahid,System Configuration updated successfully,192.168.1.14,notice
2014-07-07 18:45:22,sahid,System Configuration updated successfully,192.168.1.14,notice
2014-07-07 18:45:42,sahid,System Configuration updated successfully,192.168.1.14,notice
2014-07-07 18:45:53,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:45:54,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:45:55,sahid,Accessed System Configuration,192.168.1.14,info
2014-07-07 18:45:58,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:46:29,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:46:52,sahid,Added environment Mid Platform1 successfully,192.168.1.14,notice
2014-07-07 18:47:17,sahid,Updated environment Mid Platform1 successfully,192.168.1.14,notice
2014-07-07 18:47:42,sahid,Added environment Mid Platform2 successfully,192.168.1.14,notice
2014-07-07 18:48:03,sahid,Accessed Save Changes,192.168.1.14,info
2014-07-07 18:48:05,sahid,Saved GPAC configuration successfully,192.168.1.14,info
2014-07-07 18:48:06,sahid,Accessed Environments,192.168.1.14,info
2014-07-07 18:48:09,sahid,Accessed Camera Matrix,192.168.1.14,info
2014-07-07 18:48:10,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 18:48:20,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-07 20:00:16,,Anonymous,Logged,notice
2014-07-08 10:23:31,sahid,GPAC System successfully authenticated,192.168.1.14,notice
2014-07-08 10:23:32,sahid,Accessed Overview,192.168.1.14,info
2014-07-08 10:24:42,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-08 10:24:44,sahid,Accessed Camera Matrix,192.168.1.14,info
2014-07-08 10:24:46,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-08 10:25:48,sahid,Accessed Camera Matrix,192.168.1.14,info
2014-07-08 10:25:51,sahid,Accessed Overview,192.168.1.14,info
2014-07-08 10:47:29,sahid,GPAC System successfully authenticated,192.168.1.252,notice
2014-07-08 10:47:30,sahid,Accessed Overview,192.168.1.252,info
2014-07-08 11:20:36,sahid,Accessed Device Matrix,192.168.1.14,info
2014-07-09 08:45:50,,Anonymous,Logged,notice
2014-07-09 19:41:27,sahid,Accessed Device Matrix,192.168.1.252,info
2014-07-09 19:41:29,sahid,Accessed Camera Matrix,192.168.1.252,info
2014-07-09 19:41:33,sahid,Accessed Device Matrix,192.168.1.252,info
2014-10-30 08:05:27,sahid,GPAC System successfully authenticated,192.168.1.14,notice
2014-10-30 08:05:29,sahid,Accessed Overview,192.168.1.14,info
2014-10-30 08:05:42,sahid,Accessed Device Matrix,192.168.1.14,info
2014-10-30 08:05:45,sahid,Accessed Camera Matrix,192.168.1.14,info
2014-10-30 08:05:49,sahid,Logged out,192.168.1.14,notice
2014-10-30 09:32:38,,Anonymous,Logged,notice
2014-10-30 09:32:47,sahid,GPAC System successfully authenticated,192.168.1.20,notice
2014-10-30 09:32:47,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 09:32:54,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 09:33:15,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 09:33:48,sahid,Accessed Shutdown,192.168.1.20,info
2014-10-30 09:33:52,sahid,Saved GPAC configuration successfully,192.168.1.20,info
2014-10-30 09:33:56,sahid,Shutdown GPAC successfully,192.168.1.20,info
2014-10-30 09:33:56,GPAC,GPAC shutdown,localhost,notice
2014-10-30 10:58:16,GPAC,GPAC startup,localhost,notice
2014-10-30 11:53:42,,Anonymous,Logged,notice
2014-10-30 13:11:38,sahid,GPAC System successfully authenticated,192.168.1.20,notice
2014-10-30 13:11:39,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 13:12:10,sahid,Accessed About,192.168.1.20,info
2014-10-30 13:12:51,sahid,Accessed Support,192.168.1.20,info
2014-10-30 13:13:00,sahid,Accessed About,192.168.1.20,info
2014-10-30 13:13:46,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 13:13:53,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 13:41:16,sahid,Accessed About,192.168.1.20,info
2014-10-30 13:42:39,sahid,Accessed Support,192.168.1.20,info
2014-10-30 13:42:53,sahid,Accessed About,192.168.1.20,info
2014-10-30 13:44:05,sahid,Accessed Log Book,192.168.1.20,info
2014-10-30 13:44:10,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 13:44:21,sahid,Accessed Upgrade,192.168.1.20,info
2014-10-30 13:44:29,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 13:44:37,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 13:44:52,sahid,Accessed User Level,192.168.1.20,info
2014-10-30 13:44:56,sahid,Accessed User Manager,192.168.1.20,info
2014-10-30 13:45:02,sahid,Accessed User Manager,192.168.1.20,info
2014-10-30 13:45:05,sahid,Accessed Network Configuration,192.168.1.20,info
2014-10-30 13:45:12,sahid,Accessed Communication Centre,192.168.1.20,info
2014-10-30 13:45:18,sahid,Accessed Classifications,192.168.1.20,info
2014-10-30 13:45:21,sahid,Accessed Archiving,192.168.1.20,info
2014-10-30 13:45:33,sahid,Accessed Device Table,192.168.1.20,info
2014-10-30 13:45:38,sahid,Accessed Discover Cameras,192.168.1.20,info
2014-10-30 13:45:45,sahid,Accessed Save Changes,192.168.1.20,info
2014-10-30 13:45:48,sahid,Accessed Discover Cameras,192.168.1.20,info
2014-10-30 13:45:56,sahid,Accessed Schedules,192.168.1.20,info
2014-10-30 13:46:08,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:00:41,sahid,Accessed About,192.168.1.20,info
2014-10-30 14:00:45,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:00:49,sahid,Accessed Registration,192.168.1.20,info
2014-10-30 14:01:06,sahid,Accessed About,192.168.1.20,info
2014-10-30 14:01:48,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:05:32,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:12:06,sahid,Accessed Save Changes,192.168.1.20,info
2014-10-30 14:12:08,sahid,Saved GPAC configuration successfully,192.168.1.20,info
2014-10-30 14:12:11,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:12:30,sahid,Accessed Support,192.168.1.20,info
2014-10-30 14:49:53,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:49:56,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 14:49:58,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 14:50:00,sahid,Accessed User Level,192.168.1.20,info
2014-10-30 14:50:04,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 14:50:09,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:50:13,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 14:53:02,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:53:04,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 14:53:06,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 14:53:08,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 14:53:15,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 14:53:18,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 14:55:41,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 14:55:48,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 14:56:13,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 14:56:21,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 14:57:00,sahid,Accessed System Information,192.168.1.20,info
2014-10-30 14:57:07,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:57:10,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:57:16,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 14:57:21,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:05:30,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:06:00,sahid,Accessed Start/Stop GPAC,192.168.1.20,info
2014-10-30 15:06:01,sahid,Started GPAC successfully,192.168.1.20,info
2014-10-30 15:06:03,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:06:40,sahid,Accessed Start/Stop GPAC,192.168.1.20,info
2014-10-30 15:06:45,sahid,Stopped GPAC successfully,192.168.1.20,info
2014-10-30 15:06:47,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:06:53,sahid,Accessed Save Changes,192.168.1.20,info
2014-10-30 15:06:56,sahid,Saved GPAC configuration successfully,192.168.1.20,info
2014-10-30 15:06:58,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:07:03,sahid,Accessed Discover Modules,192.168.1.20,info
2014-10-30 15:07:19,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 15:09:14,sahid,Accessed Support,192.168.1.20,info
2014-10-30 15:54:19,sahid,Accessed User Level,192.168.1.20,info
2014-10-30 15:54:56,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 15:55:15,sahid,Accessed Device Table,192.168.1.20,info
2014-10-30 15:55:23,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 15:55:27,sahid,Accessed Discover Modules,192.168.1.20,info
2014-10-30 15:55:34,sahid,Accessed Discover Cameras,192.168.1.20,info
2014-10-30 15:55:39,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 15:55:43,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:55:47,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 15:55:50,sahid,Accessed System Device,192.168.1.20,info
2014-10-30 15:55:53,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 15:55:54,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 15:55:56,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 16:11:04,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 16:11:06,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 16:11:09,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 16:11:12,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 16:11:14,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 16:11:15,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 16:11:21,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 16:11:23,sahid,Accessed User Level,192.168.1.20,info
2014-10-30 16:11:28,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 16:11:31,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 16:11:36,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 16:11:38,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 16:11:39,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 16:11:41,sahid,Accessed User Level,192.168.1.20,info
2014-10-30 16:11:43,sahid,Accessed View Logs,192.168.1.20,info
2014-10-30 16:11:45,sahid,Accessed Log Book,192.168.1.20,info
2014-10-30 16:11:56,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 16:12:00,sahid,Accessed About,192.168.1.20,info
2014-10-30 16:14:44,sahid,Accessed System Configuration,192.168.1.20,info
2014-10-30 16:23:47,sahid,Accessed Configuration Files,192.168.1.20,info
2014-10-30 16:25:09,sahid,Deleted all modules successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added environment G357-Thermo successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added module DAMAirMonitor successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added environment FMS-Lights successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added module DAMFMS successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added environment G357-Weather successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added module DAMWeather successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added environment G357-Lights successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added module DAMG357Lights successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added environment G357-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added module DAMCerex successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Deleted all cameras successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Deleted all devices successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added device FMSGreen successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added device FMSOrange successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added device FMSRed successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added device G357Red successfully,192.168.1.20,notice
2014-10-30 16:25:09,sahid,Added device G357Green successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device WD successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device AT successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device RH successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device BP successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device G357Orange successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device NH3-Thermo successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device NO-Thermo successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device NO2-Thermo successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device NT-Thermo successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device WS successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device G357White successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device FMSwhite successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device NH3-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device Chlorine-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device Benzene-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device Toluene-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added device Butadiene-Cerex successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Deleted all triggers unsuccessfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger = 0.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger = 1.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 50.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 30.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 35.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 500.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 350.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 100.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.02 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.024 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger < 0.022 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 0.015 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger < 0.024 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.018 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 130.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 250.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 120.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 260.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 125.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 45.0 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.0035 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 0.0034 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.005 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 0.0049 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.05 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 0.045 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.15 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger <= 0.145 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.06 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added trigger >= 0.035 successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Deleted all schedules unsuccessfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added schedule  successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added schedule  successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Deleted all trigger actions unsuccessfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added contact set FMS successfully,192.168.1.20,notice
2014-10-30 16:25:10,sahid,Added contact set G357 EHLB successfully,192.168.1.20,notice
2014-10-30 16:26:00,sahid,Accessed Overview,192.168.1.20,info
2014-10-30 16:26:05,sahid,Accessed Camera Matrix,192.168.1.20,info
2014-10-30 16:26:06,sahid,Accessed Device Matrix,192.168.1.20,info
2014-10-30 16:26:14,sahid,Accessed Device Table,192.168.1.20,info
2014-10-30 16:26:17,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 16:27:37,sahid,Accessed Save Changes,192.168.1.20,info
2014-10-30 16:27:39,sahid,Saved GPAC configuration successfully,192.168.1.20,info
2014-10-30 16:27:41,sahid,Accessed Device Configuration,192.168.1.20,info
2014-10-30 16:28:19,sahid,Accessed Trigger Actions,192.168.1.20,info
2014-10-30 16:28:24,sahid,Accessed Triggers,192.168.1.20,info
2014-10-30 16:28:29,sahid,Accessed Schedules,192.168.1.20,info
2014-10-30 16:36:26,sahid,Accessed Schedules,192.168.1.20,info
2014-10-30 16:44:13,sahid,Accessed Save Changes,192.168.1.20,info
2014-10-30 16:44:15,sahid,Saved GPAC configuration successfully,192.168.1.20,info
2014-10-30 16:44:16,sahid,Accessed Schedules,192.168.1.20,info
2014-10-30 16:44:20,sahid,Logged out,192.168.1.20,notice
2014-10-30 16:44:44,GPAC,GPAC shutdown,localhost,notice
2014-10-30 16:45:12,GPAC,GPAC startup,localhost,notice
2014-10-30 16:47:00,GPAC,GPAC shutdown,localhost,notice
2014-10-31 09:28:09,GPAC,GPAC startup,localhost,notice
2014-11-13 14:06:14,GPAC,GPAC shutdown,localhost,notice
2014-11-13 14:07:00,GPAC,GPAC startup,localhost,notice
2014-12-03 09:26:46,,Anonymous,Logged,notice
2014-12-03 16:58:39,,Anonymous,Logged,notice
2014-12-03 16:58:39,,Anonymous,Logged,notice
2014-12-03 16:58:43,,Anonymous,Logged,notice
2014-12-03 16:58:43,,Anonymous,Logged,notice
2014-12-03 17:58:59,Mutphy,GPAC System failed to authenticate. Login attempt: 1,166.137.242.88,alert
2014-12-03 17:59:39,Murphy,GPAC System failed to authenticate. Login attempt: 1,166.137.242.88,alert
2014-12-03 18:00:14,Murphy,GPAC System failed to authenticate. Login attempt: 1,166.137.242.88,alert
2014-12-03 18:00:27,Murphy12,GPAC System failed to authenticate. Login attempt: 1,166.137.242.88,alert
2014-12-03 18:01:50,Murphy,GPAC System failed to authenticate. Login attempt: 1,166.137.242.88,alert
2014-12-03 20:37:31,murphy,GPAC System successfully authenticated,24.130.153.192,notice
2014-12-03 20:37:38,murphy,Accessed Overview,24.130.153.192,info
2014-12-03 20:38:51,murphy,Logged out,24.130.153.192,notice
2014-12-04 17:37:19,,Anonymous,Logged,notice
2014-12-05 10:55:11,,Anonymous,Logged,notice
2014-12-05 15:14:20,,Anonymous,Logged,notice
2014-12-08 00:13:20,,Anonymous,Logged,notice
2014-12-08 00:13:20,,Anonymous,Logged,notice
2014-12-08 09:54:26,,Anonymous,Logged,notice
2014-12-11 15:20:09,,Anonymous,Logged,notice
